Dataset_Source,Age,Gender,Marital_Status,Course,Mother_Qualification,Father_Qualification,Previous_Qualification,Displaced,Debtor,Tuition_Fees_Up_To_Date,Scholarship_Holder,Unemployment_Rate,Inflation_Rate,GDP,Target,Admission_Grade
Academic Success,19,0,1.0,171.0,1,19,1.0,1,0.0,1,0.0,13.9,-0.3,0.79,Dropout,113.9
Academic Success,41,0,5.0,9991.0,3,3,3.0,0,0.0,1,0.0,16.2,0.3,-0.92,Graduate,130.0
Academic Success,19,0,1.0,9254.0,1,19,1.0,1,0.0,1,1.0,8.9,1.4,3.51,Graduate,129.9
Academic Success,28,0,1.0,9853.0,1,3,12.0,0,0.0,1,0.0,16.2,0.3,-0.92,Dropout,133.7
Academic Success,21,0,1.0,9070.0,5,3,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Graduate,124.8
Academic Success,22,0,1.0,9085.0,3,2,1.0,1,0.0,0,0.0,9.4,-0.8,-3.12,Dropout,133.6
Academic Success,18,0,1.0,9773.0,37,19,1.0,1,0.0,0,0.0,10.8,1.4,1.74,Graduate,133.5
Academic Success,19,0,1.0,9070.0,19,37,1.0,1,0.0,1,1.0,10.8,1.4,1.74,Graduate,128.0
Academic Success,19,0,1.0,9500.0,3,19,1.0,1,0.0,1,1.0,11.1,0.6,2.02,Graduate,127.2
Academic Success,25,0,1.0,9853.0,19,19,3.0,0,1.0,0,0.0,10.8,1.4,1.74,Graduate,150.0
Academic Success,18,0,1.0,9500.0,1,19,6.0,1,0.0,1,1.0,7.6,2.6,0.32,Graduate,127.8
Academic Success,19,0,1.0,9070.0,37,19,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Graduate,125.2
Academic Success,20,0,1.0,9853.0,19,1,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Enrolled,110.0
Academic Success,46,0,2.0,8014.0,34,34,19.0,0,0.0,1,0.0,7.6,2.6,0.32,Graduate,100.0
Academic Success,19,0,1.0,171.0,3,3,1.0,1,0.0,0,0.0,8.9,1.4,3.51,Graduate,151.4
Academic Success,18,0,1.0,9254.0,38,19,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Enrolled,125.1
Academic Success,18,0,1.0,9130.0,19,19,1.0,1,0.0,1,1.0,13.9,-0.3,0.79,Graduate,163.3
Academic Success,19,0,1.0,9500.0,37,37,1.0,1,0.0,1,1.0,10.8,1.4,1.74,Graduate,118.0
Academic Success,20,0,1.0,9773.0,3,3,1.0,1,0.0,1,0.0,16.2,0.3,-0.92,Dropout,140.2
Academic Success,38,0,2.0,8014.0,37,37,1.0,0,0.0,1,1.0,9.4,-0.8,-3.12,Graduate,128.5
Academic Success,18,0,1.0,9773.0,1,38,1.0,1,0.0,1,0.0,13.9,-0.3,0.79,Graduate,131.5
Academic Success,18,0,1.0,9500.0,1,1,1.0,1,0.0,1,1.0,13.9,-0.3,0.79,Graduate,132.6
Academic Success,18,0,1.0,9238.0,19,1,1.0,1,0.0,1,0.0,13.9,-0.3,0.79,Graduate,122.1
Academic Success,20,0,1.0,9147.0,3,3,1.0,0,0.0,1,0.0,15.5,2.8,-4.06,Enrolled,112.0
Academic Success,19,0,1.0,9130.0,3,19,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Graduate,133.0
Academic Success,37,0,4.0,8014.0,19,19,1.0,0,0.0,0,0.0,10.8,1.4,1.74,Dropout,127.0
Academic Success,24,0,1.0,9500.0,3,19,1.0,0,0.0,1,0.0,12.7,3.7,-1.7,Enrolled,130.0
Academic Success,19,0,1.0,9500.0,4,1,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Graduate,136.4
Academic Success,19,0,1.0,9773.0,3,1,1.0,1,0.0,1,1.0,13.9,-0.3,0.79,Dropout,129.0
Academic Success,19,0,1.0,9556.0,19,19,1.0,1,0.0,1,1.0,16.2,0.3,-0.92,Dropout,119.0
Academic Success,18,0,1.0,9147.0,37,38,1.0,1,1.0,1,1.0,11.1,0.6,2.02,Graduate,128.0
Academic Success,18,0,1.0,9500.0,19,38,1.0,1,0.0,1,1.0,12.4,0.5,1.79,Graduate,117.1
Academic Success,18,0,1.0,9147.0,1,19,1.0,0,0.0,1,0.0,8.9,1.4,3.51,Graduate,136.3
Academic Success,19,0,1.0,9147.0,1,38,1.0,1,0.0,1,1.0,11.1,0.6,2.02,Enrolled,124.6
Academic Success,18,0,1.0,9130.0,40,19,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Dropout,130.7
Academic Success,20,0,1.0,9500.0,1,12,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Graduate,115.2
Academic Success,20,0,1.0,9085.0,3,2,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Graduate,130.2
Academic Success,18,0,1.0,9085.0,2,2,1.0,0,0.0,1,0.0,12.4,0.5,1.79,Dropout,128.5
Academic Success,20,0,1.0,9500.0,37,37,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Graduate,95.0
Academic Success,18,0,1.0,9670.0,1,1,1.0,1,0.0,1,1.0,8.9,1.4,3.51,Graduate,119.4
Academic Success,19,0,1.0,9500.0,1,37,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Dropout,123.5
Academic Success,18,0,1.0,9500.0,38,1,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Graduate,133.9
Academic Success,20,0,1.0,9085.0,1,19,42.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,145.2
Academic Success,18,0,1.0,9500.0,3,3,1.0,0,0.0,1,0.0,11.1,0.6,2.02,Graduate,118.8
Academic Success,19,0,1.0,9085.0,37,37,1.0,1,0.0,1,1.0,9.4,-0.8,-3.12,Graduate,123.4
Academic Success,19,0,1.0,9238.0,3,3,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Graduate,123.0
Academic Success,19,0,1.0,9130.0,19,9,1.0,0,0.0,1,0.0,7.6,2.6,0.32,Graduate,118.4
Academic Success,18,0,1.0,9500.0,3,1,1.0,0,0.0,1,0.0,11.1,0.6,2.02,Graduate,131.6
Academic Success,19,0,1.0,9853.0,38,19,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Dropout,122.3
Academic Success,24,0,1.0,171.0,38,19,1.0,1,0.0,1,1.0,11.1,0.6,2.02,Graduate,151.7
Academic Success,18,0,1.0,171.0,19,37,1.0,1,0.0,1,1.0,12.4,0.5,1.79,Graduate,176.0
Academic Success,18,0,1.0,9500.0,1,1,1.0,1,0.0,1,1.0,12.7,3.7,-1.7,Graduate,133.0
Academic Success,18,0,1.0,9773.0,3,19,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Enrolled,139.8
Academic Success,19,0,1.0,9773.0,41,1,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Dropout,119.6
Academic Success,35,0,1.0,8014.0,37,37,1.0,0,0.0,1,1.0,8.9,1.4,3.51,Graduate,134.0
Academic Success,19,0,1.0,9147.0,37,37,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Graduate,132.0
Academic Success,28,0,1.0,9853.0,37,37,3.0,0,0.0,1,0.0,7.6,2.6,0.32,Dropout,130.0
Academic Success,21,0,1.0,9500.0,38,3,1.0,0,0.0,1,0.0,13.9,-0.3,0.79,Graduate,141.4
Academic Success,19,0,1.0,9500.0,19,1,1.0,1,0.0,1,1.0,11.1,0.6,2.02,Graduate,128.9
Academic Success,19,0,1.0,9238.0,40,38,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,118.1
Academic Success,18,0,1.0,9085.0,3,4,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Graduate,130.6
Academic Success,18,0,1.0,9254.0,12,1,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Graduate,122.0
Academic Success,19,0,1.0,9500.0,3,3,1.0,1,0.0,0,0.0,12.7,3.7,-1.7,Dropout,123.0
Academic Success,20,0,1.0,9670.0,1,1,1.0,1,0.0,1,1.0,8.9,1.4,3.51,Graduate,126.7
Academic Success,18,0,1.0,9773.0,38,19,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,126.6
Academic Success,19,0,1.0,9853.0,38,38,1.0,0,1.0,0,0.0,16.2,0.3,-0.92,Dropout,125.4
Academic Success,20,0,1.0,9773.0,1,19,1.0,1,0.0,1,1.0,12.4,0.5,1.79,Dropout,136.1
Academic Success,18,0,1.0,9500.0,19,1,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Enrolled,128.8
Academic Success,18,0,1.0,9670.0,1,37,1.0,1,0.0,0,0.0,8.9,1.4,3.51,Graduate,111.1
Academic Success,21,0,1.0,9070.0,3,3,1.0,0,0.0,1,1.0,13.9,-0.3,0.79,Graduate,135.9
Academic Success,19,0,1.0,9254.0,1,37,1.0,1,0.0,1,1.0,12.4,0.5,1.79,Graduate,119.6
Academic Success,19,0,1.0,9853.0,1,1,1.0,1,0.0,1,0.0,9.4,-0.8,-3.12,Graduate,116.7
Academic Success,19,0,1.0,9085.0,1,1,1.0,0,0.0,1,0.0,7.6,2.6,0.32,Enrolled,126.0
Academic Success,18,0,1.0,9773.0,37,37,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Dropout,134.2
Academic Success,18,0,1.0,9147.0,1,19,1.0,0,0.0,1,1.0,12.7,3.7,-1.7,Graduate,123.0
Academic Success,18,0,1.0,9085.0,38,37,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Graduate,123.9
Academic Success,31,0,2.0,9556.0,37,37,1.0,0,0.0,1,0.0,12.7,3.7,-1.7,Dropout,120.0
Academic Success,19,0,1.0,9147.0,3,38,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Enrolled,112.3
Academic Success,20,0,1.0,9085.0,37,37,1.0,1,0.0,1,1.0,13.9,-0.3,0.79,Graduate,123.0
Academic Success,19,0,1.0,9085.0,38,19,1.0,0,0.0,1,1.0,7.6,2.6,0.32,Dropout,122.3
Academic Success,19,0,1.0,9238.0,38,38,1.0,0,0.0,1,1.0,16.2,0.3,-0.92,Graduate,122.8
Academic Success,27,0,5.0,9130.0,19,38,3.0,0,0.0,0,0.0,10.8,1.4,1.74,Dropout,160.0
Academic Success,18,0,1.0,9773.0,19,19,1.0,1,0.0,1,1.0,8.9,1.4,3.51,Graduate,120.1
Academic Success,32,0,1.0,8014.0,34,34,1.0,0,0.0,1,0.0,7.6,2.6,0.32,Dropout,142.4
Academic Success,18,0,1.0,9500.0,38,19,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Graduate,127.3
Academic Success,19,0,1.0,9500.0,19,37,1.0,1,0.0,1,1.0,10.8,1.4,1.74,Graduate,125.5
Academic Success,19,0,1.0,9773.0,19,19,1.0,0,0.0,1,0.0,15.5,2.8,-4.06,Enrolled,137.4
Academic Success,18,0,1.0,9254.0,12,37,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Dropout,122.0
Academic Success,18,0,1.0,9670.0,19,1,1.0,1,0.0,1,1.0,12.7,3.7,-1.7,Dropout,107.5
Academic Success,24,0,1.0,9773.0,19,19,19.0,0,1.0,0,1.0,11.1,0.6,2.02,Graduate,104.0
Academic Success,19,0,1.0,9238.0,38,1,1.0,1,0.0,1,1.0,9.4,-0.8,-3.12,Graduate,133.1
Academic Success,21,0,1.0,9254.0,19,19,1.0,1,1.0,1,0.0,11.1,0.6,2.02,Dropout,113.3
Academic Success,19,0,1.0,9070.0,1,1,39.0,1,0.0,1,0.0,16.2,0.3,-0.92,Graduate,130.0
Academic Success,19,0,1.0,9500.0,2,3,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Enrolled,124.3
Academic Success,36,0,1.0,9556.0,37,37,1.0,1,0.0,1,1.0,8.9,1.4,3.51,Graduate,105.0
Academic Success,51,1,1.0,9085.0,37,37,12.0,0,0.0,1,0.0,12.4,0.5,1.79,Dropout,144.0
Academic Success,20,1,1.0,9670.0,1,19,1.0,1,0.0,1,1.0,10.8,1.4,1.74,Enrolled,111.9
Academic Success,29,1,1.0,8014.0,1,1,38.0,0,1.0,0,0.0,8.9,1.4,3.51,Dropout,107.5
Academic Success,27,1,1.0,9238.0,1,19,39.0,0,1.0,0,0.0,13.9,-0.3,0.79,Dropout,127.4
Academic Success,33,1,1.0,9119.0,19,37,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Enrolled,149.0
Academic Success,57,1,2.0,9147.0,37,37,2.0,0,0.0,0,0.0,9.4,-0.8,-3.12,Dropout,120.0
Academic Success,20,1,1.0,9670.0,4,2,1.0,1,0.0,1,0.0,13.9,-0.3,0.79,Enrolled,143.6
Academic Success,26,1,1.0,9670.0,1,1,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Dropout,120.0
Academic Success,27,1,1.0,9119.0,1,1,1.0,0,1.0,0,0.0,13.9,-0.3,0.79,Enrolled,128.0
Academic Success,19,1,1.0,9670.0,1,37,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Graduate,118.2
Academic Success,23,1,1.0,9085.0,12,38,39.0,1,0.0,1,0.0,12.4,0.5,1.79,Dropout,160.0
Academic Success,27,1,1.0,9991.0,19,38,1.0,0,0.0,1,0.0,10.8,1.4,1.74,Graduate,152.4
Academic Success,20,1,1.0,9500.0,19,37,1.0,1,1.0,1,1.0,12.4,0.5,1.79,Graduate,116.6
Academic Success,19,0,1.0,9070.0,38,38,1.0,0,0.0,1,1.0,10.8,1.4,1.74,Graduate,141.6
Academic Success,19,0,1.0,9130.0,3,19,1.0,1,1.0,0,0.0,11.1,0.6,2.02,Dropout,105.5
Academic Success,20,0,1.0,9070.0,37,19,1.0,1,0.0,1,0.0,16.2,0.3,-0.92,Graduate,116.3
Academic Success,33,0,2.0,9147.0,19,1,3.0,0,0.0,1,0.0,11.1,0.6,2.02,Enrolled,110.0
Academic Success,22,0,1.0,9991.0,37,37,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Graduate,119.5
Academic Success,18,0,1.0,9147.0,19,12,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Graduate,125.0
Academic Success,27,0,5.0,9500.0,37,38,3.0,0,0.0,1,0.0,12.7,3.7,-1.7,Graduate,160.0
Academic Success,27,0,1.0,9991.0,37,37,1.0,0,0.0,1,0.0,15.5,2.8,-4.06,Dropout,150.0
Academic Success,19,0,1.0,9238.0,37,37,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Graduate,115.0
Academic Success,20,0,1.0,9853.0,38,38,1.0,1,0.0,1,1.0,9.4,-0.8,-3.12,Enrolled,128.4
Academic Success,23,0,1.0,8014.0,38,19,1.0,0,0.0,1,1.0,12.7,3.7,-1.7,Graduate,112.8
Academic Success,22,0,1.0,9500.0,29,38,1.0,1,0.0,1,1.0,7.6,2.6,0.32,Graduate,131.0
Academic Success,18,0,1.0,9254.0,19,19,1.0,1,0.0,1,1.0,12.7,3.7,-1.7,Dropout,121.6
Academic Success,18,0,1.0,9238.0,19,38,1.0,0,0.0,1,1.0,12.4,0.5,1.79,Graduate,110.0
Academic Success,31,0,1.0,8014.0,38,38,1.0,0,0.0,1,1.0,10.8,1.4,1.74,Graduate,148.5
Academic Success,19,0,1.0,9773.0,38,19,1.0,0,0.0,1,0.0,15.5,2.8,-4.06,Dropout,118.3
Academic Success,19,0,1.0,9238.0,37,37,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Enrolled,135.9
Academic Success,24,0,1.0,8014.0,19,37,1.0,0,0.0,1,0.0,10.8,1.4,1.74,Dropout,115.8
Academic Success,19,0,1.0,9500.0,38,19,1.0,0,0.0,1,0.0,15.5,2.8,-4.06,Graduate,121.2
Academic Success,19,0,1.0,9147.0,1,1,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Graduate,136.2
Academic Success,26,0,1.0,9670.0,37,37,1.0,1,0.0,0,0.0,16.2,0.3,-0.92,Dropout,100.2
Academic Success,27,1,1.0,171.0,37,37,1.0,1,1.0,0,0.0,7.6,2.6,0.32,Dropout,152.7
Academic Success,19,0,1.0,9238.0,19,19,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Graduate,123.1
Academic Success,29,0,2.0,9085.0,19,19,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Dropout,130.0
Academic Success,18,0,1.0,9500.0,1,38,1.0,1,0.0,1,1.0,9.4,-0.8,-3.12,Graduate,125.0
Academic Success,19,0,1.0,9500.0,1,19,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Graduate,113.1
Academic Success,18,0,1.0,9773.0,38,1,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Enrolled,121.1
Academic Success,18,0,1.0,9147.0,1,38,1.0,0,0.0,1,1.0,15.5,2.8,-4.06,Graduate,162.3
Academic Success,19,0,1.0,171.0,1,1,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Dropout,132.0
Academic Success,19,0,1.0,9500.0,4,4,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Graduate,130.7
Academic Success,19,0,1.0,9254.0,1,1,1.0,1,0.0,1,0.0,13.9,-0.3,0.79,Dropout,122.3
Academic Success,19,0,1.0,9670.0,3,38,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Enrolled,144.1
Academic Success,19,0,1.0,9773.0,1,19,1.0,0,0.0,1,0.0,12.7,3.7,-1.7,Graduate,118.2
Academic Success,19,0,1.0,9238.0,19,38,1.0,0,0.0,1,1.0,8.9,1.4,3.51,Graduate,133.5
Academic Success,18,0,1.0,9500.0,37,37,1.0,1,1.0,0,0.0,9.4,-0.8,-3.12,Dropout,126.8
Academic Success,20,0,1.0,9773.0,19,19,1.0,1,0.0,1,0.0,13.9,-0.3,0.79,Graduate,121.0
Academic Success,20,0,1.0,9254.0,19,19,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Graduate,117.7
Academic Success,21,0,1.0,9085.0,38,37,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Enrolled,115.0
Academic Success,31,0,2.0,9991.0,37,37,2.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Dropout,129.2
Academic Success,20,0,1.0,9556.0,37,38,1.0,0,0.0,1,1.0,12.7,3.7,-1.7,Graduate,125.8
Academic Success,19,0,1.0,9670.0,19,30,1.0,1,0.0,1,1.0,7.6,2.6,0.32,Enrolled,118.4
Academic Success,18,0,1.0,9500.0,38,38,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Graduate,142.0
Academic Success,19,0,1.0,9500.0,19,37,1.0,1,0.0,1,1.0,16.2,0.3,-0.92,Graduate,126.7
Academic Success,30,0,1.0,9238.0,34,34,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Graduate,109.3
Academic Success,21,0,1.0,9238.0,37,19,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Enrolled,116.9
Academic Success,19,0,1.0,9147.0,19,19,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Graduate,121.7
Academic Success,22,0,1.0,9147.0,1,37,1.0,1,1.0,1,0.0,7.6,2.6,0.32,Graduate,117.1
Academic Success,18,0,1.0,9773.0,1,38,1.0,0,0.0,1,1.0,11.1,0.6,2.02,Graduate,114.4
Academic Success,18,0,1.0,9238.0,3,1,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Graduate,133.0
Academic Success,19,0,1.0,9500.0,38,38,1.0,1,0.0,1,1.0,12.7,3.7,-1.7,Graduate,118.8
Academic Success,18,0,1.0,9130.0,3,1,1.0,1,0.0,1,0.0,16.2,0.3,-0.92,Graduate,151.0
Academic Success,21,0,1.0,9500.0,1,1,1.0,1,0.0,1,0.0,13.9,-0.3,0.79,Enrolled,119.6
Academic Success,18,0,1.0,9500.0,2,38,1.0,1,0.0,1,0.0,13.9,-0.3,0.79,Enrolled,135.4
Academic Success,20,0,1.0,171.0,1,40,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Graduate,149.9
Academic Success,18,0,1.0,9085.0,38,37,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Graduate,120.1
Academic Success,25,0,1.0,9085.0,2,3,3.0,1,0.0,1,0.0,13.9,-0.3,0.79,Graduate,173.3
Academic Success,19,0,1.0,9773.0,19,19,1.0,0,0.0,1,0.0,16.2,0.3,-0.92,Graduate,126.2
Academic Success,19,0,1.0,9853.0,19,38,1.0,1,0.0,1,1.0,7.6,2.6,0.32,Enrolled,126.9
Academic Success,26,0,1.0,9085.0,19,1,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,157.4
Academic Success,21,0,1.0,9147.0,1,19,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Graduate,120.2
Academic Success,19,0,1.0,9147.0,38,38,1.0,0,0.0,1,0.0,13.9,-0.3,0.79,Dropout,124.8
Academic Success,19,0,1.0,9500.0,37,37,1.0,0,0.0,1,1.0,12.7,3.7,-1.7,Graduate,130.3
Academic Success,18,0,1.0,9238.0,37,38,1.0,1,0.0,1,1.0,16.2,0.3,-0.92,Graduate,152.4
Academic Success,32,0,2.0,9991.0,37,37,1.0,0,0.0,1,1.0,10.8,1.4,1.74,Graduate,113.5
Academic Success,18,0,1.0,9238.0,3,1,1.0,0,0.0,1,1.0,15.5,2.8,-4.06,Graduate,125.7
Academic Success,20,0,1.0,9500.0,1,1,1.0,0,0.0,1,0.0,12.4,0.5,1.79,Enrolled,102.4
Academic Success,20,0,1.0,9147.0,38,19,1.0,0,0.0,1,0.0,15.5,2.8,-4.06,Enrolled,125.7
Academic Success,39,0,4.0,9670.0,37,37,1.0,0,1.0,1,1.0,9.4,-0.8,-3.12,Graduate,120.0
Academic Success,20,0,1.0,9130.0,1,1,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Enrolled,109.3
Academic Success,18,0,1.0,171.0,3,1,1.0,1,1.0,0,0.0,12.4,0.5,1.79,Dropout,162.2
Academic Success,18,0,1.0,9773.0,2,1,1.0,0,1.0,1,1.0,8.9,1.4,3.51,Graduate,155.7
Academic Success,21,0,1.0,171.0,3,3,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,147.7
Academic Success,18,0,1.0,9500.0,1,1,1.0,1,0.0,1,0.0,16.2,0.3,-0.92,Enrolled,115.6
Academic Success,18,0,1.0,9147.0,37,37,1.0,0,0.0,1,0.0,7.6,2.6,0.32,Enrolled,117.8
Academic Success,21,0,1.0,9003.0,1,38,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Graduate,125.0
Academic Success,22,0,1.0,9147.0,19,19,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Dropout,129.8
Academic Success,21,1,1.0,9254.0,1,1,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Enrolled,123.1
Academic Success,20,1,1.0,9070.0,19,19,1.0,1,0.0,1,1.0,10.8,1.4,1.74,Enrolled,122.8
Academic Success,21,1,1.0,171.0,38,19,1.0,1,0.0,1,1.0,10.8,1.4,1.74,Graduate,117.3
Academic Success,20,0,1.0,9254.0,1,1,1.0,1,0.0,1,1.0,8.9,1.4,3.51,Graduate,126.5
Academic Success,19,0,1.0,9500.0,19,38,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Graduate,123.0
Academic Success,20,0,1.0,9238.0,1,38,1.0,0,0.0,1,1.0,13.9,-0.3,0.79,Graduate,127.7
Academic Success,19,0,1.0,9085.0,19,37,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Graduate,117.5
Academic Success,18,0,1.0,9085.0,1,1,1.0,1,0.0,1,1.0,9.4,-0.8,-3.12,Graduate,128.4
Academic Success,18,0,1.0,9853.0,3,1,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Dropout,124.1
Academic Success,24,0,1.0,9991.0,19,38,1.0,0,0.0,1,0.0,10.8,1.4,1.74,Dropout,140.9
Academic Success,21,0,1.0,9254.0,1,1,1.0,0,1.0,0,1.0,8.9,1.4,3.51,Dropout,126.2
Academic Success,18,1,1.0,9500.0,1,37,1.0,1,0.0,1,1.0,15.5,2.8,-4.06,Graduate,120.5
Academic Success,20,1,1.0,9147.0,1,37,1.0,1,0.0,1,1.0,11.1,0.6,2.02,Graduate,121.1
Academic Success,20,0,1.0,9853.0,1,3,1.0,1,1.0,0,0.0,10.8,1.4,1.74,Dropout,123.7
Academic Success,18,0,1.0,9254.0,12,38,1.0,1,1.0,1,0.0,12.4,0.5,1.79,Dropout,116.9
Academic Success,25,0,1.0,9556.0,38,19,1.0,1,0.0,1,1.0,8.9,1.4,3.51,Graduate,100.0
Academic Success,19,0,1.0,9238.0,19,37,1.0,1,0.0,1,1.0,13.9,-0.3,0.79,Enrolled,120.2
Academic Success,35,1,2.0,33.0,38,1,1.0,0,1.0,1,0.0,11.1,0.6,2.02,Dropout,153.8
Academic Success,19,0,1.0,9500.0,19,19,1.0,1,0.0,1,1.0,13.9,-0.3,0.79,Graduate,120.1
Academic Success,18,1,1.0,9670.0,38,38,1.0,1,0.0,1,1.0,13.9,-0.3,0.79,Dropout,128.1
Academic Success,19,1,1.0,9500.0,3,19,1.0,0,0.0,1,0.0,10.8,1.4,1.74,Graduate,126.8
Academic Success,19,1,1.0,9500.0,19,38,1.0,1,0.0,1,1.0,7.6,2.6,0.32,Enrolled,125.7
Academic Success,18,1,1.0,9070.0,3,3,1.0,0,0.0,1,0.0,12.4,0.5,1.79,Graduate,146.2
Academic Success,24,1,1.0,9130.0,19,3,19.0,1,1.0,1,0.0,16.2,0.3,-0.92,Dropout,140.0
Academic Success,25,1,1.0,8014.0,34,34,1.0,1,0.0,1,0.0,9.4,-0.8,-3.12,Graduate,134.5
Academic Success,28,1,1.0,9119.0,37,3,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Enrolled,137.0
Academic Success,19,1,1.0,9085.0,1,38,1.0,0,0.0,1,1.0,11.1,0.6,2.02,Graduate,107.5
Academic Success,19,1,1.0,9119.0,19,1,1.0,0,0.0,1,0.0,16.2,0.3,-0.92,Dropout,112.2
Academic Success,30,1,1.0,9130.0,12,36,10.0,0,0.0,0,1.0,9.4,-0.8,-3.12,Dropout,128.2
Academic Success,19,1,1.0,9500.0,19,19,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Dropout,126.8
Academic Success,21,1,1.0,9147.0,19,38,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Dropout,132.1
Academic Success,19,1,1.0,171.0,37,37,1.0,0,0.0,1,0.0,13.9,-0.3,0.79,Dropout,110.0
Academic Success,29,1,1.0,9003.0,19,19,1.0,0,0.0,0,0.0,13.9,-0.3,0.79,Dropout,100.0
Academic Success,18,1,1.0,9670.0,19,37,1.0,0,0.0,1,0.0,12.4,0.5,1.79,Dropout,114.3
Academic Success,21,1,1.0,9147.0,1,38,1.0,0,0.0,1,0.0,15.5,2.8,-4.06,Enrolled,116.4
Academic Success,20,1,1.0,9070.0,3,2,1.0,0,0.0,1,0.0,13.9,-0.3,0.79,Dropout,116.9
Academic Success,24,1,1.0,9991.0,38,3,1.0,0,1.0,1,0.0,12.4,0.5,1.79,Enrolled,128.2
Academic Success,18,1,1.0,9773.0,1,1,1.0,1,0.0,0,0.0,8.9,1.4,3.51,Dropout,127.0
Academic Success,23,1,1.0,9003.0,1,3,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Enrolled,140.0
Academic Success,19,1,1.0,9147.0,1,19,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,120.0
Academic Success,35,1,1.0,9254.0,19,19,3.0,0,0.0,1,0.0,16.2,0.3,-0.92,Dropout,110.0
Academic Success,20,1,1.0,9500.0,1,1,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Graduate,127.0
Academic Success,33,1,2.0,9238.0,19,38,42.0,0,0.0,1,0.0,8.9,1.4,3.51,Dropout,159.5
Academic Success,18,1,1.0,9773.0,1,3,1.0,1,0.0,1,0.0,9.4,-0.8,-3.12,Graduate,135.2
